monster::succubus::succubus1	Succubus	女夢魔	succubus	"[""hell_immune_fire"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubus1"", ""source_file"": ""monstats.json""}"
monster::succubus::succubus6	Succubus	女夢魔	succubus	"[""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubus1"", ""source_file"": ""monstats.json""}"
monster::sucker::mosquito1	Sucker	吸食者	mosquito	"[""hell_immune_poison"", ""mosquito""]"	blizzhackers/d2data	True	"{""base_id"": ""mosquito1"", ""source_file"": ""monstats.json""}"
monster::swamp-dweller::frogdemon1	Swamp Dweller	沼澤住民	frogdemon	"[""frogdemon"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""frogdemon1"", ""source_file"": ""monstats.json""}"
monster::swamp-ghost::willowisp2	Swamp Ghost	沼澤的鬼魂	willowisp	"[""hell_immune_lightning"", ""willowisp""]"	blizzhackers/d2data	True	"{""base_id"": ""willowisp1"", ""source_file"": ""monstats.json""}"
monster::tainted::bighead2	Tainted	污染怪	bighead	"[""bighead"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""bighead1"", ""source_file"": ""monstats.json""}"
monster::tainted::bighead7	Tainted	污染怪	bighead	"[""bighead"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""bighead1"", ""source_file"": ""monstats.json""}"
monster::tainted::warbighead	Tainted	污染怪	demon	"[""demon""]"	blizzhackers/d2data	True	"{""base_id"": ""warbighead"", ""source_file"": ""monstats.json""}"
monster::talic::ancientbarb1	Talic	塔力克	human	"[""hell_immune_drain_effectiveness"", ""hell_immune_fire"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""ancientbarb1"", ""source_file"": ""monstats.json""}"
monster::talic::colossal1	Talic	塔力克	human	"[""hell_immune_drain_effectiveness"", ""hell_immune_fire"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""colossal1"", ""source_file"": ""monstats.json""}"
monster::temple-guard::baboon5	Temple Guard	神殿守衛	baboon	"[""baboon"", ""hell_immune_drain_effectiveness"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""baboon1"", ""source_file"": ""monstats.json""}"
monster::temple-guard::baboon7	Temple Guard	神殿守衛	baboon	"[""baboon"", ""hell_immune_drain_effectiveness"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""baboon1"", ""source_file"": ""monstats.json""}"
monster::temple-guard::baboon8	Temple Guard	神殿守衛	baboon	"[""baboon"", ""hell_immune_drain_effectiveness"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""baboon1"", ""source_file"": ""monstats.json""}"
monster::the-banished::vampire5	The Banished	受放逐者	vampire	"[""hell_immune_cold"", ""vampire""]"	blizzhackers/d2data	True	"{""base_id"": ""vampire1"", ""source_file"": ""monstats.json""}"
monster::the-smith::smith	The Smith	鐵匠	demon	"[""demon""]"	blizzhackers/d2data	True	"{""base_id"": ""smith"", ""source_file"": ""monstats.json""}"
monster::the-summoner::summoner	The Summoner	召喚者	human	"[""human""]"	blizzhackers/d2data	True	"{""base_id"": ""summoner"", ""source_file"": ""monstats.json""}"
monster::thorn-beast::quillrat3	Thorn Beast	有刺野獸	quillrat	"[""hell_immune_drain_effectiveness"", ""quillrat""]"	blizzhackers/d2data	True	"{""base_id"": ""quillrat1"", ""source_file"": ""monstats.json""}"
monster::thorned-hulk::thornhulk1	Thorned Hulk	刺木魔	thornhulk	"[""hell_immune_cold"", ""thornhulk""]"	blizzhackers/d2data	True	"{""base_id"": ""thornhulk1"", ""source_file"": ""monstats.json""}"
monster::thorned-hulk::thornhulk5	Thorned Hulk	刺木魔	thornhulk	"[""hell_immune_lightning"", ""thornhulk""]"	blizzhackers/d2data	True	"{""base_id"": ""thornhulk1"", ""source_file"": ""monstats.json""}"
monster::thrasher::thornhulk3	Thrasher	打穀魔	thornhulk	"[""hell_immune_cold"", ""thornhulk""]"	blizzhackers/d2data	True	"{""base_id"": ""thornhulk1"", ""source_file"": ""monstats.json""}"
monster::tomb-creeper::sandleaper3	Tomb Creeper	古墓爬蟲	sandleaper	"[""hell_immune_fire"", ""sandleaper""]"	blizzhackers/d2data	True	"{""base_id"": ""sandleaper1"", ""source_file"": ""monstats.json""}"
monster::tomb-creeper::sandleaper7	Tomb Creeper	古墓爬蟲	sandleaper	"[""hell_immune_cold"", ""sandleaper""]"	blizzhackers/d2data	True	"{""base_id"": ""sandleaper1"", ""source_file"": ""monstats.json""}"
monster::tomb-viper::clawviper1	Tomb Viper	古墓腹蛇	clawviper	"[""clawviper"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""clawviper1"", ""source_file"": ""monstats.json""}"
monster::tomb-viper::clawviper9	Tomb Viper	古墓腹蛇	clawviper	"[""clawviper"", ""hell_immune_lightning"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""clawviper1"", ""source_file"": ""monstats.json""}"
monster::torment-worm::painworm2	Torment Worm	痛苦之蟲	vilekind	"[""hell_immune_lightning"", ""vilekind""]"	blizzhackers/d2data	True	"{""base_id"": ""painworm1"", ""source_file"": ""monstats.json""}"
monster::trapped-soul::trappedsoul1	Trapped Soul	被困的靈魂	\N	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""trappedsoul1"", ""source_file"": ""monstats.json""}"
monster::trapped-soul::trappedsoul2	Trapped Soul	被困的靈魂	\N	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""trappedsoul2"", ""source_file"": ""monstats.json""}"
monster::tree-lurker::sandleaper4	Tree Lurker	樹木潛伏者	sandleaper	"[""hell_immune_lightning"", ""sandleaper""]"	blizzhackers/d2data	True	"{""base_id"": ""sandleaper1"", ""source_file"": ""monstats.json""}"
monster::undead-fetish::bonefetish2	Undead Fetish	不死小矮人	undeadfetish	"[""hell_immune_poison"", ""undeadfetish""]"	blizzhackers/d2data	True	"{""base_id"": ""bonefetish1"", ""source_file"": ""monstats.json""}"
monster::undead-flayer::bonefetish3	Undead Flayer	不死剝皮者	undeadfetish	"[""hell_immune_poison"", ""undeadfetish""]"	blizzhackers/d2data	True	"{""base_id"": ""bonefetish1"", ""source_file"": ""monstats.json""}"
monster::undead-rat-man::bonefetish1	Undead Rat Man	不死鼠人	undeadfetish	"[""hell_immune_poison"", ""undeadfetish""]"	blizzhackers/d2data	True	"{""base_id"": ""bonefetish1"", ""source_file"": ""monstats.json""}"
monster::undead-scavenger::vulture2	Undead Scavenger	不死腐食者	vulture	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""vulture""]"	blizzhackers/d2data	True	"{""base_id"": ""vulture1"", ""source_file"": ""monstats.json""}"
monster::undead-soul-killer::bonefetish4	Undead Soul Killer	不死靈魂殺手	undeadfetish	"[""hell_immune_poison"", ""undeadfetish""]"	blizzhackers/d2data	True	"{""base_id"": ""bonefetish1"", ""source_file"": ""monstats.json""}"
monster::undead-soul-killer::bonefetish7	Undead Soul Killer	不死靈魂殺手	undeadfetish	"[""hell_immune_poison"", ""undeadfetish""]"	blizzhackers/d2data	True	"{""base_id"": ""bonefetish1"", ""source_file"": ""monstats.json""}"
monster::undead-stygian-doll::bonefetish5	Undead Stygian Doll	不死冥河娃娃	undeadfetish	"[""hell_immune_poison"", ""undeadfetish""]"	blizzhackers/d2data	True	"{""base_id"": ""bonefetish1"", ""source_file"": ""monstats.json""}"
monster::undead-stygian-doll::bonefetish6	Undead Stygian Doll	不死冥河娃娃	undeadfetish	"[""hell_immune_poison"", ""undeadfetish""]"	blizzhackers/d2data	True	"{""base_id"": ""bonefetish1"", ""source_file"": ""monstats.json""}"
monster::unholy-corpse::reanimatedhorde4	Unholy Corpse	邪氣屍	zombie	"[""hell_immune_poison"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""reanimatedhorde1"", ""source_file"": ""monstats.json""}"
monster::unholy-corpse::reanimatedhorde6	Unholy Corpse	邪氣屍	zombie	"[""hell_immune_poison"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""reanimatedhorde1"", ""source_file"": ""monstats.json""}"
monster::unraveler::unraveler3	Unraveler	解答者	unraveler	"[""hell_immune_cold"", ""hell_immune_magic"", ""unraveler""]"	blizzhackers/d2data	True	"{""base_id"": ""unraveler1"", ""source_file"": ""monstats.json""}"
monster::unraveler::unraveler5	Unraveler	解開者	unraveler	"[""hell_immune_magic"", ""unraveler""]"	blizzhackers/d2data	True	"{""base_id"": ""unraveler1"", ""source_file"": ""monstats.json""}"
monster::unraveler::unraveler7	Unraveler	解答者	unraveler	"[""hell_immune_magic"", ""unraveler""]"	blizzhackers/d2data	True	"{""base_id"": ""unraveler1"", ""source_file"": ""monstats.json""}"
monster::urdar::blunderbore4	Urdar	烏達爾獸	blunderbore	"[""blunderbore"", ""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""blunderbore1"", ""source_file"": ""monstats.json""}"
monster::venom-lord::megademon3	Venom Lord	邪魔之王	megademon	"[""hell_immune_fire"", ""megademon""]"	blizzhackers/d2data	True	"{""base_id"": ""megademon1"", ""source_file"": ""monstats.json""}"
monster::venom-lord::venomlord	Venom Lord	邪魔之王	megademon	"[""hell_immune_poison"", ""megademon""]"	blizzhackers/d2data	True	"{""base_id"": ""venomlord"", ""source_file"": ""monstats.json""}"
monster::vile-archer::cr_archer2	Vile Archer	邪惡弓箭手	corruptrogue	"[""corruptrogue"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""cr_archer1"", ""source_file"": ""monstats.json""}"
monster::vile-archer::cr_archer6	Vile Archer	邪惡弓箭手	corruptrogue	"[""corruptrogue"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""cr_archer1"", ""source_file"": ""monstats.json""}"
monster::vile-hunter::corruptrogue2	Vile Hunter	邪惡獵人	corruptrogue	"[""corruptrogue"", ""hell_immune_cold"", ""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""corruptrogue1"", ""source_file"": ""monstats.json""}"
monster::vile-lancer::cr_lancer2	Vile Lancer	邪惡長槍手	corruptrogue	"[""corruptrogue"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""cr_lancer1"", ""source_file"": ""monstats.json""}"
monster::vile-lancer::cr_lancer6	Vile Lancer	邪惡長槍手	corruptrogue	"[""corruptrogue"", ""hell_immune_drain_effectiveness"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""cr_lancer1"", ""source_file"": ""monstats.json""}"
monster::vile-temptress::succubus2	Vile Temptress	邪惡淫婦	succubus	"[""hell_immune_poison"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubus1"", ""source_file"": ""monstats.json""}"
monster::vile-witch::succubuswitch2	Vile Witch	邪女巫	succubus	"[""hell_immune_fire"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubuswitch1"", ""source_file"": ""monstats.json""}"
monster::vile-witch::succubuswitch8	Vile Witch	邪女巫	succubus	"[""hell_immune_cold"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubuswitch1"", ""source_file"": ""monstats.json""}"
monster::vile-witch::succubuswitch9	Vile Witch	邪女巫	succubus	"[""hell_immune_cold"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubuswitch1"", ""source_file"": ""monstats.json""}"
monster::wailing-beast::brute5	Wailing Beast	哀泣之獸	brute	"[""brute"", ""hell_immune_drain_effectiveness"", ""hell_immune_magic""]"	blizzhackers/d2data	True	"{""base_id"": ""brute2"", ""source_file"": ""monstats.json""}"
monster::wardefiler::warputriddefiler	WarDefiler	WarDefiler	demon	"[""demon"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""warputriddefiler"", ""source_file"": ""monstats.json""}"
monster::wargoatman::wargoatman	WarGoatman	WarGoatman	demon	"[""demon""]"	blizzhackers/d2data	True	"{""base_id"": ""wargoatman"", ""source_file"": ""monstats.json""}"
monster::warped-one::fallen5	Warped One	傳送魔	fallen	"[""fallen""]"	blizzhackers/d2data	True	"{""base_id"": ""fallen1"", ""source_file"": ""monstats.json""}"
monster::warped-shaman::fallenshaman5	Warped Shaman	傳送巫師	fallen	"[""fallen"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fallenshaman1"", ""source_file"": ""monstats.json""}"
monster::water-watcher::tentacle1	Water Watcher	水域看管觸角	tentacle	"[""hell_immune_poison"", ""tentacle""]"	blizzhackers/d2data	True	"{""base_id"": ""tentacle1"", ""source_file"": ""monstats.json""}"
monster::water-watcher::tentaclehead1	Water Watcher	水域看管水怪	tentacle	"[""hell_immune_poison"", ""tentacle""]"	blizzhackers/d2data	True	"{""base_id"": ""tentaclehead1"", ""source_file"": ""monstats.json""}"
monster::winged-nightmare::vulture4	Winged Nightmare	有翼惡夢	vulture	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""vulture""]"	blizzhackers/d2data	True	"{""base_id"": ""vulture1"", ""source_file"": ""monstats.json""}"
monster::wolf::wolf	Wolf	狼	\N	"[""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""wolf"", ""source_file"": ""monstats.json""}"
monster::worldstone-effect::worldstoneeffect	Worldstone Effect	Worldstone Effect	\N	"[""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""worldstoneeffect"", ""source_file"": ""monstats.json""}"
monster::wraith::wraith2	Wraith	忿怒	wraith	"[""hell_immune_physical"", ""wraith""]"	blizzhackers/d2data	True	"{""base_id"": ""wraith1"", ""source_file"": ""monstats.json""}"
monster::wraith::wraith7	Wraith	忿怒	wraith	"[""hell_immune_physical"", ""hell_immune_poison"", ""wraith""]"	blizzhackers/d2data	True	"{""base_id"": ""wraith1"", ""source_file"": ""monstats.json""}"
monster::wretched-defiler::putriddefiler2	Wretched Defiler	卑劣污穢者	putriddefiler	"[""hell_immune_poison"", ""putriddefiler""]"	blizzhackers/d2data	True	"{""base_id"": ""putriddefiler1"", ""source_file"": ""monstats.json""}"
monster::yeti::brute3	Yeti	雅提	brute	"[""brute"", ""hell_immune_cold"", ""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""brute2"", ""source_file"": ""monstats.json""}"
monster::zakarumite::zealot1	Zakarumite	撒卡蘭姆	zakarum	"[""hell_immune_drain_effectiveness"", ""hell_immune_fire"", ""zakarum""]"	blizzhackers/d2data	True	"{""base_id"": ""zealot1"", ""source_file"": ""monstats.json""}"
monster::zealot::zealot3	Zealot	狂戰士	zakarum	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""zakarum""]"	blizzhackers/d2data	True	"{""base_id"": ""zealot1"", ""source_file"": ""monstats.json""}"
monster::zealot::zealot4	Zealot	狂戰士	zakarum	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""zakarum""]"	blizzhackers/d2data	True	"{""base_id"": ""zealot1"", ""source_file"": ""monstats.json""}"
monster::zealot::zealot5	Zealot	狂戰士	zakarum	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""zakarum""]"	blizzhackers/d2data	True	"{""base_id"": ""zealot1"", ""source_file"": ""monstats.json""}"
monster::zombie::zombie1	Zombie	僵屍	zombie	"[""hell_immune_cold"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""zombie1"", ""source_file"": ""monstats.json""}"
monster::a-trap::trap-nova	a Trap	陷阱	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""trap-nova"", ""source_file"": ""monstats.json""}"
monster::a-turret::turret1	a Turret	砲塔	construct	"[""construct"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""turret1"", ""source_file"": ""monstats.json""}"
monster::a-turret::turret2	a Turret	砲塔	construct	"[""construct"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""turret1"", ""source_file"": ""monstats.json""}"
monster::a-turret::turret3	a Turret	砲塔	construct	"[""construct"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""turret1"", ""source_file"": ""monstats.json""}"
monster::an-evil-force::act2guard1	an evil force	一股邪惡力量	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act2guard1"", ""source_file"": ""monstats.json""}"
monster::an-evil-force::act2guard3	an evil force	一股邪惡力量	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act2guard3"", ""source_file"": ""monstats.json""}"
monster::an-evil-force::act2guard4	an evil force	一股邪惡力量	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act2guard4"", ""source_file"": ""monstats.json""}"
monster::an-evil-force::act2guard5	an evil force	一股邪惡力量	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act2guard5"", ""source_file"": ""monstats.json""}"
monster::an-evil-force::bonewall	an evil force	一股邪惡力量	construct	"[""construct"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""bonewall"", ""source_file"": ""monstats.json""}"
monster::an-evil-force::mephistospirit	an evil force	一股邪惡力量	undead	"[""undead""]"	blizzhackers/d2data	True	"{""base_id"": ""mephistospirit"", ""source_file"": ""monstats.json""}"
monster::an-evil-force::rogue1	an evil force	一股邪惡力量	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""rogue1"", ""source_file"": ""monstats.json""}"
monster::an-evil-force::rogue3	an evil force	一股邪惡力量	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""rogue3"", ""source_file"": ""monstats.json""}"
monster::firebeast::firebeast	firebeast	firebeast	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""firebeast"", ""source_file"": ""monstats.json""}"
monster::iceglobe::iceglobe	iceglobe	iceglobe	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""iceglobe"", ""source_file"": ""monstats.json""}"
monster::lightningbeast::lightningbeast	lightningbeast	lightningbeast	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""lightningbeast"", ""source_file"": ""monstats.json""}"
monster::poisonorb::poisonorb	poisonorb	poisonorb	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""poisonorb"", ""source_file"": ""monstats.json""}"
